01-CG-000084,LA VERDAD CHRISTIAN SCHOOL,NL,CRU,,"Sampaloc St., Apalit, Pampanga", , ,
01-CF-000019,OLONGAPO CITY CHRISTIAN SCHOOL,NL,CRU,"#5 J.L. Gordon Ave., Ext.,","East, Olongapo City", , ,
01-CI-000050,STA. MONICA PAROCHIAL SCHOOL,NL,CRU,poblacion,"Botolan, Zambales",OP - St. Joseph the Worker,IBA,
01-CG-000033,DIVINE WISDOM SCHOOL,NL,CRU,"Resettlement Area,","Floridablanca, Pampanga", , ,
01-CG-000103,MEXICO ECUMENICAL KIDDIE SCHOOL,NL,CRU,(United Methodist Church)Poblacion,"Parian, Mexico, Pampanga", , ,
01-CI-000010,GOOD SHEPHERED ECUMENICAL LRNG. CTR.,NL,CRU,libertadbst.,"San Narciso, Zambales", , ,
01-CG-000101,MC EWEN'S SCHOOL,NL,CRU,290 San Isidro,"Floridablanca, Pampanga", , ,
01-CB-000100,CABCABEN ELEMENTARY SCHOOL,NL,CRU,,, , ,
01-CA-000005,ANGELES CITY SCIENCE HIGH SCHOOL,NL,CRU,(back of Angeles Univ. Foundation),Angeles City, , ,
01-CG-000122,"PRAYING HANDS KIDDIE CENTER, INC.",NL,CRU,"67 San Isidro,","City of San Fernando, Pampanga", , ,
01-CI-000001,ALDERSGATE LEARNING CENTER,NL,CRU,"San Juan,","Castillejos, Zambales", , ,
01-CA-000057/01-CA-000058,NAZARENE ACADEMY (E/HS),NL,CRU,"Sampaguita Rd., Dona Agripina Subd.,",Angeles City, , ,
01-CG-000130,SAN FERNANDO ECUMENICAL KIDDIE GARDEN,NL,CRU,"Consunji St.,","San Fernando, Pampanga", , ,
01-CI-000015,IBA KIDDIELAND MONTESSORI,NL,CRU,zone 6,"Iba, Zambales", , ,
01-CI-000017,IMM. CONCEPCION ACADEMY,NL,CRU,cabangan,Zambales, ,IBA,
01-CG-000180,THE RISEN LORD ECUMENICAL SCHOOL,NL,CRU,"Main Park, Madapdap Resettlement","Ctr., Mabalacat, Pampanga", , ,
01-CI-000056,T.R. YANGCO EDUC'L INST.(E/HS),NL,CRU,t.r yangco st. brgy rizal,"San Antonio, Zambales",OP - St. Joseph the Worker,IBA,
01-CB-000084,SUNNY HILLSIDE SCHOOL,NL,CRU,Ipag,"Ipag, Mariveles, Bataan", , ,
01-NA-000052,DONA AMPARO COMMUNITY CENTER,NL,CRU,"Mabolo St.,","Amparo Village, Kalookan City", , ,
01-CI-000055,SUBIC MONTESSORI SCHOOL,NL,CRU,"Bldg. 737 Labitan St., Central Business","District, Subic Bay Freeport, Zambales", , ,
01-CB-000108,LETRAN SCIENCE HIGH SCHOOL,NL,CRU,"Dominican, Avenue","Abucay, Bataan", , ,
01-NA-000035,CHILD JESUS COLL. OF KALOOKAN,NL,CRU,"Phase 4 Bagong Silang,",Kaloocan City, , ,
01-NA-000016,BEGINNERS DEV'T LEARNING CENTER,NL,CRU,"Ph-3 Pkg. 1, B-12 L-22,","Bagong Silang, Caloocan City", , ,
01-CB-000057,QUEEN MARY LEARNING CENTER,NL,CRU,"Mabini St., Tejero,","Orani, Bataan", , ,
01-CG-000146,ST. ANTHONY COLL. OF TECHNOLOGY (E/HS),NL,CRU,,"Mabalacat, Pampanga", , ,
01-CG-000053,GOLDEN SUNRISE LEARNING CENTER,NL,CRU,"San Nicholas,","Floridablanca, Pampanga", , ,
01-CI-000016,ILWAS ELEM. SPED SCHOOL,NL,CRU,"Ilwas, Nat'l Rd.,","Subic, Zambales", , ,
01-CA-000003,ALDERSGATE ECUMENICAL SCHOOL,NL,CRU,"A. Del Rosario St.,",Angeles City, , ,
01-NA-000112,IMMACULADA CONCEPCION COLL.-CALOOCAN,NL,CRU,"Soldiers Hills III,","Novaliches, Kalookan City", , ,
01-NA-000111,IMM. MOTHER LEARNING CTR.-STA. QUITERIA,NL,CRU,# 38 Tullahan Road,"Sta. Quiteria, Kalookan City", ,,
01-CB-000049,LUAKAN CHILD DEV'T CENTER-DINALUPIHAN,NL,CRU,"Luakan,","Dinalupihan, Bataan", , ,
01-CG-000018,BRILLE ADVANCE DEV'T CTR. FOR CHILDREN,NL,CRU,"Villa Barcelona, Ph-II,","Sindalan, San Fernando, Pampanga", , ,
01-CG-000219,SAN FERNANDO ELEM. SCHOOL,NL,CRU,"B. Mendoza St.,","City of San Fernando, Pampanga",,,
01-CG-000141,SHIELD OF VICTORY CHRISTIAN SCHOOL,NL,CRU,(Jesus Mighty Faith Acad.)Apung Trining,"Lemen's Vill., Mabalacat, Pampanga", , ,
01-CB-000071/01-CB-000072,ST. JOHN ACADEMY (E/HS),NL,CRU,"Rizal St.,","Dinalupihan, Bataan", ,BATAAN,
01-CG-000016,BLUERIDGE SCHOOL,NL,CRU,"Sulipan, San Isidro,","Apalit, Pampanga", , ,
01-CB-000042,KIDS GARDEN LEARNING CENTER,NL,CRU,"St. Francis Village I,","Limay, Bataan", , ,
01-CG-000079,JIL CHRISTIAN SCHOOL-SAN FRND.,NL,CRU,"Greenhills Ave., San Agustin,","San Fernando, Pampanga", , ,
01-CG-000093,MABALACAT CHRISTIAN ACADEMY,NL,CRU,"Bloostone St., Golden Land Subd.,","Mabiga, Mabalacat, Pampanga", , ,
01-CI-000052,SUBIC ECUMENICAL LEARNING CENTER,NL,CRU,"Calapandayan,","Subic, Zambales", , ,
01-NA-000053,E.M. CASTRO EDUCATIONAL FOUNDATION,NL,CRU,"Blk. 5 Lot 30, Soldier Hills III,","Tala, Kalookan City", , ,
01-CB-000013,BEPZ MULTINATIONAL SCHOOL (E/H),NL,CRU,"Cadena de Amor, Bataan Economic Zone,","2106 Mariveles, Bataan", , ,
01-CG-000175,STA. LUCIA ACADEMY,NL,CRU,"Sta. Lucia,","Sasmuan, Pampanga", , ,
01-NA-000280,THE GENTLE SHEPHERD SCHOOL INC.,NL,CRU,"Rainbow Village V, Camarin Rd.","Deparo, Nov., Kalookan City", , ,
01-CG-000045,ESCUELA DEL NINO DE ORO,NL,CRU,"Villa Isabel, Sindalan,","San Fernando City, Pampanga", , ,
01-CB-000102,HOLY FAMILY LEARNING CENTER,NL,CRU,"Gen. Luna St., Poblacion,","Dinalupihan, Bataan", , ,
01-CF-000004,CHRISTIAN BAPTIST ACADEMY,NL,CRU,"cor. Keith & Acacia Sts.,","Gordon Heights.,Olongapo city", , ,
01-CG-000005,ECUMENICAL KIDDIE LANE-APALIT,NL,CRU,"(Ecumenical Kiddie Lane)Lourdes St.,","San Juan, Apalit, Pampanga", , ,
01-CF-000035,CABALAN CHRISTIAN SCHOOL,NL,CRU,"Purok 3, Nat'l Highway,","New Cabalan, Olongapo City", , ,
01-CB-000068,ST. DOMINIQUE SCHOOL OF LIMAY,NL,CRU,Emerald Coast Executive Village,"Limay, Bataan", , ,
01-NA-000152,LOVE & WISDOM LEARNING CENTER,NL,CRU,"Phase I, Package 4, B-62 L-4,","Bagong Silang, Kalookan City", , ,
01-CG-000198,DAUGHTERS OF ST. DOMINIC SCHOOL,NL,CRU,"Sitio Baidbid, Bry. Sepung Bulaun,","Porac, Pampanga", , ,
01-CI-000019,LUCIO ABRIEGO MEMORIAL SCHOOL,NL,CRU,"San Agustin,","Iba, Zambales", , ,
01-CG-000110,NEHEMIAH CHRISTIAN SCHOOL,NL,CRU,"dela Cruz Lim Subd.,","San Francicso,Mabalacat, Pampanga", , ,
01-CA-000085,TRINIDAD SCHOOL-ANGELES,NL,CRU,"Phase III-B, Bagong Silang Subd.,","Cutud, Angeles City", , ,
01-CB-000091,TRINITY ECUMENICAL KIDDIE GARDEN,NL,CRU,,"Calaguiman, Samal, Bataan", , ,
01-CB-000054,MT. VIEW VILLAGE SCHOOL,NL,CRU,"Mayon St., Mt. View Subd.,","Mariveles, Bataan", , ,
01-CF-000033,WESLEYAN ECUMENICAL SCHOOL,NL,CRU,"Bo. Barretto,","Subic, Zambales", , ,
01-CG-000152,ST. JOHN ACADEMY OF GUAGUA,NL,CRU,"San Juan Bautista,","Betis,  Guagua, Pampanga", , ,
01-CA-000013,C.C.E.M.I. ACADEMY,NL,CRU,"1801 Miracle Ave.,","Villa Dolores Subd., Angeles City", , ,
01-CB-000097,LUAKAN HIGH SCHOOL,NL,CRU,,,, ,
01-NA-000176,MOTHER & CHILD ACADEMY-CAYBIGA,NL,CRU,"#42 Interior,","Gen. Luis St., Caybiga, Kalookan City", , ,
01-CI-000025,MASINLOC CHRISTIAN ACADEMY,NL,CRU,national hway,"Masinloc, Zambales", , ,
01-CG-000017,BRIGHT LIFE (BRIGHT LRNG. INST.,NL,CRU,"Morning Star Subd.,San Pablo,","Guagua, Pampanga", , ,
01-CI-000028,NORTHERN ZAMBALES ACADEMY (E/H),NL,CRU,,"Masinloc, Zambales", , ,
01-CI-000054,SUBIC KIDDIE CHRISTIAN SCHOOL,NL,CRU,"Elwas,","Subic, Zambales", , ,
01-CB-000038,JIL CHRISTIAN SCHOOL-BALANGA,NL,CRU,"Roman Hiway,","Balanga, Bataan", , ,
01-CB-000074,ST. JOSEPH SPED SCHOOL,NL,CRU,,"Dinalupihan, Bataan", , ,
01-CB-000110,NORTHRIDGE MONTESSORI SCHOOL,NL,CRU,"National Rd.,","Panilao, Pilar, Bataan",,,
01-CG-000078,JIL CHRISTIAN SCHOOL-GUAGUA,NL,CRU,"Greenhills Ave., San Agustin church,","San Fernando City, Pampanga", , ,
01-NA-000267,ST. MICHAEL SCHOOL OF KALOOKAN,NL,CRU,(Formerly: Ma. Luzviminda Open)-B-4 L-8,"Almar Subd., Camarin, Kalookan City", , ,
01-CG-000042,ECUMENICAL LRNG. CTR.-ARAYAT,NL,CRU,poblacion,"Arayat, Pampanga", , ,
01-NA-000019,BETHOVEN CHILD LEARNING CENTER,NL,CRU,"621 St. Joseph Ave., Barracks,","Tala, Kalookan City", , ,
01-CB-000019,DAUGHTERS OF ST. DOMINIC SCHOOL-LIMAY,NL,CRU,Emerald Coast Executive Village,"Limay, Bataan", , ,
01-CF-000002,BRIGHTFIELDS MONTESSORI SCHOOL,NL,CRU,"1860 Rizal Ave., EBB",Olongapo City, , ,
01-CA-000017,CHRISTIAN FRIENDSHIP LEARNING CENTER,NL,CRU,"26-13 Amason St., Riverside Subd.,","Friendship, Balibago, Angeles City", , ,
01-CF-000031,THE KING'S ACADEMY,NL,CRU,"16 Coral St.,","Gordon Heights, Olongapo City", , ,
01-CB-000032,HOLY FAMILY CENTER FOR STUDIES,NL,CRU,"Sta. Isabel,","Dinalupihan, Bataan", , ,
01-CB-000058,SAMAL ECUMENICAL LRNG. CTR.(E),NL,CRU,"San Juan,","Samal, Bataan", , ,
01-NA-000174,MOERAE CHRISTIAN ACADEMY,NL,CRU,"Ph.2 Pkg.1 B-2,Bagong Silang,",Kalookan City(infront of B. Silang HS), , ,
01-CI-000064,CHILD DEVELOPMENT CENTER,NL,CRU,san felipe,Zambales, , ,
01-CG-000220,DIAMOND EDUCATIONAL CENTER-DAU,NL,CRU,"Quezon Drive,","Dau, Mabalacat, Pampanga",,,
01-CB-000106,JESUS REIGN CHRISTIAN LEARNING CENTER,NL,CRU,"Bonifacio Village,","Calaylayan, Abucay, Bataan", , ,
01-CB-000096,ST. FRANCIS CATHOLIC SCHOOL OF BATAAN,NL,CRU,,, , ,
01-CG-000026,CHRIST IN YOU FAITH CHRISTIAN ACAD.,NL,CRU,"Dolores Homesite,","San Fernando, Pampanga", , ,
01-CB-000069,ST. JAMES CATHOLIC SCHOOL,NL,CRU,Poblasyon,"Morong, Bataan", ,BATAAN,
01-CB-000098,LIVING ROCK CHILDREN'S CENTER,NL,CRU,,, , ,
01-CB-000104,KALAYAAN COLLEGE,NL,CRU,,, , ,
01-CG-000191,ST. PAUL AMERICAN CHRISTIAN SCHOOL,NL,CRU,,, , ,
01-CG-000046,EVERGREEN SCHOOL,NL,CRU,"Pandacaque Resettlement,","Mexico, Pampanga", , ,
01-CG-000215,SHALOM LEARNING CENTER,NL,CRU,,, , , 
01-CG-000113,NORTHWEST ACADEMY OF PAMPANGA,NL,CRU,"Pulungmasle,","Guagua, Pampanga", , ,
01-CG-000203,"BRIGHT WAYS SCHOOL SYSTEM, INC.",NL,CRU,"279 Argon St., Forthneville,Ph.III,","Panipuan, San Fernando City, Pampanga", , ,
01-NA-000067,GALILEE CHRISTIAN VALUE EDUC'L FDT.,NL,CRU,"#10 Susano Rd.,","Deparo, Nova., Kalookan City", , ,
01-NA-000026,BLESSED LORENZO RUIZ ACADEMY,NL,CRU,"Ph-I B-1 L-23, Roque Bldg.,","Bagong Silang, Caloocan City", , ,
01-CA-000070,SHEKINAH CHRISTIAN SCHOOL,NL,CRU,"Victoria St., San Ignacio Subd.,","Pandan, Angeles City", , ,
01-CI-000063,HOLY FAMILY ACADEMY OF ZAMBALES,NL,CRU,,, , ,
01-CG-000028,CHRISTIAN HOME LEARNING CENTER,NL,CRU,,"Floridablanca, Pampanga", , ,
01-CI-000036,RIVERS OF JOY CHRISTIAN SCHOOL,NL,CRU,"San Vicente, Brgy. San Juan","Narciso, Zambales", , ,
01-CG-000192,"MATINIAN SCHOOL, INC.",NL,CRU,"Magsaysay St., Sto. Nino (Sapa)","Sto. Tomas, Pampanga", , ,
01-CI-000032,PEDRO M. ARCE ECUM. LRNG. CTR.,NL,CRU,national hway,"San Felipe, Zambales", , ,
01-CI-000068,HILDEGARDE VON BINGEN SCIENCE & ARTS HS,NL,CRU,market side,"San Antonio, Zambales",,,
01-CB-000015,BETHEL ECUMENICAL KIDDIE SCHOOL,NL,CRU,"Magsaysay,","Dinalupihan, Bataan", , ,
01-CA-000071,SHEPHERD'S BAPTIST CHRISTIAN ACADEMY,NL,CRU,"251 Josefa St., Josefa Subd.,","Malabanias Rd., Angeles City", , ,
01-BB-000115,ST. CLARE MONTESSORI SCHOOL OF TUGUEG,NL,CRU,"Andrews Village, Certain Centro","Tuguegarao City, Cagayan Valley",,,
01-CG-000214,EXACT COLLEGE OF ASIA,NL,CRU,,, , , 
01-CI-000018,LIVING HOPE ZAMBALES CHRISTIAN ACADEMY,NL,CRU,libertad st.,"San Narciso, Zambales", , ,
01-NA-000043,CORPUZ CHRISTI LRNG. CTR.-KALOOKAN,NL,CRU,"L-16 B-15,Villa Magdalena III,","Camarin Rd., Kalookan City", , ,
01-CG-000193,JC GLORIOUS KINGDOM ACADEMY,NL,CRU,"Poblacion,",Arayat. Pampanga, , ,
01-CG-000197,CLSF-EMMANUEL ACADEMY INC.,NL,CRU,,, , ,
01-CB-000017,CABCABEN KIDDIE SCHOOL,NL,CRU,"Dolores Ext., Cabcaben,","Mariveles, Bataan", , ,
01-CI-000002,ANGELITE CHRISTIAN PRE-SCHOOL,NL,CRU,"3 Macelo St., Asinan,","Poblacion, Subic, Zambales", , ,
01-NA-000232,SAN ROQUE PAROCHIAL SCHOOL,NL,CRU,"10th Ave., cor Mabini St.,",Kalookan City,MCJ,KALOOKAN,
01-NA-000320,RIMBANG EXCELLENT CENTER FOR LEARNING,NL,CRU,"Blk 31 lot 5, Dama de Noche St.,","Capitol Park Homes II, Caloocan City",,,
01-CB-000107,WIZ KIDS TUTORIAL CENTER,NL,CRU,"243 Bagong Daan St.,","Calaylayan, Abucay, Bataan", , ,
01-CG-000188,PULUNG MASLE ECUMENICAL LEARNING CENTER,NL,CRU,,, , ,
01-CG-000043,EMMANUEL CHRISTIAN LRNG. CTR.,NL,CRU,"7003 Siera Madre Ext.,Talimundok,","Dau, Mabalacat, Pampanga", , ,
01-CA-000093,AMEN MISSION CHRISTIAN SCHOOL,NL,CRU,"12-1-B 6TH St.,",Villa Sol Subd. Angeles City,,,
01-CG-000201,MONTESSORI SCHOOL OF MINALIN,NL,CRU,,, , ,
01-CA-000011,BRIGHT STAR LEARNING CENTER,NL,CRU,,"A. del Rosario, Angeles City", , ,
01-CB-000064,SIENA COLLEGE OF HERMOSA,NL,CRU,"A. Rivera Street, Brgy. Balsik,","Hermosa, Bataan",OP-SIENA,,
01-CB-000066,SOLA FIDE MONTESSORI SCHOOL,NL,CRU,"Arellano Ave.,","Orani, Bataan", , ,
01-NA-000307,"KING SOLOMON LEARNING HOME, INC",NL,CRU,68 Barrio San Isidro,"Tala, Caloocan City", , ,
01-CG-000204,AGAPE CHRISTIAN SCHOOL OF FLORIDABLANCA,NL,CRU,,, , ,
01-CB-000051,MARIVELES ECUMENICAL LRNG. CTR.,NL,CRU,(Ecumenical L.c.)Teachers Village,"San Isidro, Mariveles, Bataan", , ,
01-CG-000208,THERESIAN DAY CARE CENTER,NL,CRU,,, , ,
01-CB-000078,ST. NICHOLAS CHILD CARE CENTER,NL,CRU,"P. Burgos St.,","Mariveles, Bataan", , ,
01-CG-000170,ST. THERESE MULTIPLE INTELLIGENCE L.C.,NL,CRU,"Blk 93 Bulaon,","San Fernando City, Pampanga", , ,
01-CI-000011,HANNIEL CHRISTIAN ACADEMY,NL,CRU,"Brgy. Magsaysay,","Castillejos, Zambales", , ,
01-CG-000200,HIS SANCTUARY OF GOD LEARNING CENTER,NL,CRU,,, , ,
01-CB-000109,ACADEMY OF QUEEN MARY,NL,CRU,"Mabini St., Tenejero","Orani, Bataan",,,
01-CB-000001,ASBURY LEARNING CENTER,NL,CRU,"Ibayo,","Abucay, Bataan", , ,
01-CF-000036,KIDS LORIAN CHRISTIAN SCHOOL,NL,CRU,,, , ,
01-CI-000065,JUVENTUS SCHOOL FOR THE GIFTED,NL,CRU,"Bldg 8131 Rizal Gate, Manila Ave.,","Subic Bay Freeport, Subic, Zambales", , ,
01-CB-000023,DISCIPLES HERITAGE LRNG. CTR.,NL,CRU,,"Culis, Hermosa, Bataan", , ,
01-NA-000040,CHRISTIAN GOSPEL KINDER SCHOOL,NL,CRU,"# 41 Katarungan St.,","Bagong Barrio, Kalookan City", , ,
01-CG-000195,STA. LUCIA CATHOLIC LEARNING CENTER,NL,CRU,,, , ,
01-CB-000044,LIMAY COMMUNITY DEV'T CENTER,NL,CRU,,"Limay, Bataan", , ,
01-CB-000073,ST. JOSEPH PRE-SCHOOL,NL,CRU,"#45 P. Paterno St., Poblacion,","Balanga City, Bataan",SFIC, ,
01-CG-000206,SAN MIGUEL ELEMENTARY SCHOOL,NL,CRU,,, , ,
01-CI-000034,PRECIOUS CHILD SCHOOL OF ZAMBALES,NL,CRU,,"Castillejos, Zambales", , ,
01-CG-000108,MOTHER SHEPHERD SCHOOL,NL,CRU,"District 12, Blk 91, Lot 10,","Pandacaqui, Mexico, Pampanga", , ,
01-CG-000051,GOD'S LAMP OF WISDOM LEARNING CENTER,NL,CRU,(Frmly Lamb of Wisdom L.C.),"Capangalan, Apalit, Pampanga", , ,
01-CA-000064,PROVERBSVILLE SCHOOL,NL,CRU,"32-5-7 Flora Ave.,","Cutcut, Angeles City",,,
01-NA-000073,GOLDEN CHILD LEARNING CENTER,NL,CRU,(Frmly: NFWC-San Jose L.C.),"#674 Pag-asa St., Kaloocan City", , ,
01-CB-000030,HERMOSA ECUMENICAL LEARNING CENTER,NL,CRU,San Pedro St.,"Hermosa, Bataan", , ,
01-CB-000095,MARIVELES CHRISTIAN LEARNING CENTER,NL,CRU,"054 Agorita St.,","Brgy. Ipag, Mariveles, Bataan", , ,
01-NA-000326,YWCA-GRACE PARK LEARNING CENTER,NL,CRU,"80 Ma. Clara St.,","3rd Ave., Caloocan City",,,
01-CI-000039,SMART KID MONTESSORI,NL,CRU,"Purok 5, St. James Subd.,","Calapacuan, Subic, Zambales", , ,
01-CI-000012,HOPE KINDERGARTEN ECUMENICAL,NL,CRU,national hway,"Cabangan, Zambales", , ,
01-CG-000040,EAST CENTRAL COLLEGE-SAN FERNANDO,NL,CRU,,, , ,
01-CG-000086,LITTLE ANGEL LRNG. CTR.-MEXICO,NL,CRU,"San Carlos,","Mexico, Pampanga", , ,
01-CB-000090,TORTUGAS LEARNING CTR. FOR CHILDREN,NL,CRU,,"Tortugas, Balanga, Bataan", , ,
01-CG-000140,SHALOM LEARNING CENTER,NL,CRU,"B-6 L-26, Villa Juanita","Sta. Cruz, Porac, Pampanga", , ,
01-CB-000056,ORANI ECUMENICAL KIDDIE GARDEN,NL,CRU,,"Orani, Bataan", , ,
01-NA-000171,MESSIAH CHRISTIAN ACADEMY-BAESA,NL,CRU,"145 Rivera St.,","Baesa Rd., Kalookan City", , ,
01-CG-000166,ST. PETER INSTITUTE,NL,CRU,"Near Municipal Hall,","Apalit, Pampanga", , ,
01-NA-000304,"SANGADAAN CHRISTIAN SCHOOL, INC.",NL,CRU,,, , ,
01-NA-000309,LORD IS MY SHEPHERD LEARNING CENTER,NL,CRU,,, , ,
01-NA-000083,GRECIAN LEARNING CENTER,NL,CRU,"664 Area A,","Camarin, Kalookan City", , ,
01-CB-000105,3R'S KIDDIE HOME CENTER,NL,CRU,#3 ECS Apartment Batumbakal,"Tenejero, Balanga City", , ,
01-NA-000127,KIDS AT SCHOOL LEARNING CENTER,NL,CRU,442 Samguita St.,"East Barrio, Kalookan City", , ,
01-CB-000014,BETHANY CHILD DEV'T CENTER,NL,CRU,"Palihan,","Hermosa, Bataan", , ,
01-CG-000081,JUON REYS LEARNING CENTER,NL,CRU,"Bonifacio Ave., Pilar Village,","San Fernando, Pampanga", , ,
01-CG-000207,CHILDREN'S LEARNING CENTER (CLC),NL,CRU,,, , ,
01-CB-000103,MARIFER SCHOOL OF DIVINE LIGHT,NL,CRU,,, , ,
01-CA-000041,IMS LEARNING CENTER,NL,CRU,"1478 Yakal St.,","L & S Subd., Angeles City", , ,
01-CG-000196,JESUS THE LAMB OF GOD LEARNING CENTER,NL,CRU,,, , ,
01-NA-000163,MARIONS CHILD LEARNING CTR. (MICAH'S),NL,CRU,,, , ,
01-CI-000069,PNOWA CHILD LEARNING CENTER,NL,CRU,Phil. Navy Officers Wives Association,"San Antonio, Zambales",,,
01-NA-000077,GRACE CHILDREN DEV'T CENTER,NL,CRU,679 Rizal Avenue Extension,"Monumento, Kalookan City", , ,
01-CB-000018,COLL. OF THE MOST HOLY TRINITY,NL,CRU,"Brgy. Sacrifice Valley,","Hermosa, Bataan", , ,
01-CG-000131,SAN FERNANDO SIN-SENG SCHOOL,NL,CRU,"Mc-Arthur Hiway, San Jose,","San Fernando, Pampanga",,,
01-NA-000120,JOY LEARNING CENTER,NL,CRU,"# 23 C. Namie St., R. Papa,",Caloocan City, , ,
01-NA-000239,SAVIOUR CHRISTIAN ACADEMY,NL,CRU,"11 Milagrosa St., Malolos Ave.,","Bagong Barrio, Kalookan City", , ,
01-NA-000093,HOLY CHILD SCHOOL OF KALOOKAN,NL,CRU,"2245 Zapote St., Area D,","Camarin II, Brgy 178, Kalookan City", , ,
01-NA-000180,MT. OLIVES LEARNING & DEV. CTR.,NL,CRU,"5674 Pili St., Area D,","Camarin, Novaliches, Kalookan City", , ,
01-NA-000260,ST. JOHN SCHOOL OF BAGONG SILANG,NL,CRU,Blk 87 Lot 12 Phase 8-B,"Bagong Silang, Kalookan City", , ,
01-NA-000170,MELENDRES ACADEMY,NL,CRU,"Ph-8 A, Package 9, B-141 L-19","Bagong Silang, Kalookan city", , ,
01-NA-000114,INTER FAITH LEARNING CENTER,NL,CRU,"Phase 8, Blk 11 Lot 5,","Bagong Silang, Kalookan City", , ,
01-NA-000095,HOLY HEART OF MARY SCHOOL,NL,CRU,"Phase I, Package 3,","Bagong Silang, Kalookan City", , ,
01-NA-000135,LEARN & WISDOM LEARNING CENTER,NL,CRU,"PHI Package IV,","Bagong Silang, Kalookan City", , ,
01-NA-000240,SCH. OF OUR LADY TRINITY,NL,CRU,"St. Joseph st., Barracks,","Tala, Kalookan City", ,,
01-CC-000106,DR. YANGA'S F.BALAGTAS COLLEGE,NL,HER,Wakas,"Bocaue, Bulacan", , ,
01-CC-000071,COLEGIO DE CALUMPIT (CALUMPIT INSTITUTE),NL,HER,(Frmly: Calumpit Institute),"Calumpit, Bulacan", , ,BULPRISA
01-CC-000110,EBENEZER MONTESSORI SCHOOL,NL,HER,Sto. Cristo,"San Jose Del Monte, Bulacan", , ,
01-CC-000185,HOLY SPIRIT ACADEMY (E/HS)-BULACAN,NL,HER,"Sta. Isabel,","Malolos, Bulacan",SSpS,,BULPRISA
01-CC-000214,JIL CHRISTIAN COLL.-BOCAUE(E/H),NL,HER,Bunlo,"Bocaue, Bulacan", , ,
01-CC-000083,COL. DE STA. MONICA (E/HS),NL,HER,Poblacion,"Angat, Bulacan", ,,BULPRISA
01-CC-000503,STO. NINO ACADEMY - BOCAUE,NL,HER,Poblacion,"Bocaue, Bulacan", , ,BULPRISA
01-CC-000195,IMM. CONCEPCION SCH. FOR BOYS,NL,HER,Poblacion,"Malolos, Bulacan",,,BULPRISA / MACIPRISA
01-CC-000302,MONT. DE SAGRADA FAMILIA,NL,HER,"B.S. Aquino Ave., Tangos,","Baliuag, Bulacan", , ,BULPRISA
01-CC-000258,LIVING ANGEL CHRISTIAN ACADEMY,NL,HER,"(Formerly Little Angel ) 721 Dalia St.,","Concepcion Subd., Baliuag, Bulacan",,,
01-CC-000471,ST. MARY'S ACADEMY (E/HS)-STO. NINO,NL,HER,Sto. Nino,"Meycauayan, Bulacan",RVM,,BULPRISA
01-CC-000192/01-CC-000193,IMM. CONCEPCION CHILD DEV'T CTR.(E/H),NL,HER,"Poblacion,","Pandi, Bulacan", , ,BULPRISA
01-CC-000475,ST. MARY'S COLL.-MEYCAUAYAN (E/HS),NL,HER,"Saluysoy,","Meycauayan, Bulacan",RVM,,BULPRISA
01-CC-000108,EARLY CHRISTIAN ACADEMY,NL,HER,"#68 R. Merlad St., Poblacion,","Sta. Maria, Bulacan", , ,BULPRISA
01-NQ-000074,NUESTRA SENORA DE GUIA ACADEMY,NL,HER,33 P. Deato SF,"Balangkas, Valenzuela City", , ,VALAPSA
01-CC-000474,ST. MARY'S COLL.-BALIUAG (E/H),NL,HER,"E. Chico St.,","Baliuag, Bulacan",RVM,,BULPRISA
01-CC-000196,IMM. CONCEPCION SCH. OF BALIUAG,NL,HER,"393 R.E. Chico St.,","Baliuag, Bulacan", , ,BULPRISA
01-CC-000377,SACRED HEART ACADEMY (E/H),NL,HER,"T. Santiago St.,","Sta. Maria, Bulacan", , ,BULPRISA
01-CC-000452,ST. JOHN THE BAPTIST CATH. SCH,NL,HER,"Washington St., Poblacion,","Calumpit, Bulacan", ,,BULPRISA
01-CC-000561,IMMACULATE CONCEPTION LEARNING CENTER,NL,HER,"47 A. Bonifacion St.,","Poblacion, Sta. Maria, Bulacan", , ,
01-CC-000332,NOTRE CHRISTI ACADEMY,NL,HER,"950 Kapitan Bindoy St.,","Poblacion, Bustos, Bulacan", , ,
01-CC-000036,BULACAN ECUMENICAL SCH. (E/HS),NL,HER,"Liang St.,","Malolos, Bulacan",, ,BULPRISA / MACIPRISA
01-NQ-000091,SAN DIEGO PAROCHIAL SCHOOL (E/HS),NL,HER,"Polo, Poblacion 1,",Valenzuela City,OP - St. Joseph the Worker,MALOLOS,BULPRISA
01-CC-000446/01-CC-000447,ST. JAMES ACADEMY (E/HS),NL,HER,Poblacion,"Plaridel, Bulacan",OP-SIENA,,BULPRISA
01-CC-000429,ST. ANNE'S CATHOLIC SCHOOL,NL,HER,Poblacion,"Hagonoy, Bulacan", ,,BULPRISA
01-CC-000500,STELLA MARIS ACADEMY,NL,HER,"Valenzuea St.,","Bulihan City, Malolos, Bulacan",, ,MACIPRISA
01-CC-000066/01-CC-000067,CHRISTIAN ECCLESIASTICAL SCH.(E/HS),NL,HER,"Gaya-Gaya,","San Jose Del Monte, Bulacan", , ,BULPRISA
01-CC-000508,STO. ROSARIO COLLEGE,NL,HER,"Area I, Assumption Rd.,","Sapang Palay, Bulacan", ,MALOLOS,BULPRISA
